candidate_id,status,total_score,num_crossings_total,num_primitives_with_crossing,num_primitives_with_meaningful_jump,theta,a,Delta,omega_bar,k,lam,a_base_score,a_importance_weight,a_weighted_score,a_num_crossings,a_has_crossing,a_has_meaningful_jump,a_interior_crossing,a_clean_gap_slope,a_extra_crossings,a_max_jump,a_max_gap_slope,a_max_gap_change,a_best_crossing_x,a_best_crossing_index_left,Delta_base_score,Delta_importance_weight,Delta_weighted_score,Delta_num_crossings,Delta_has_crossing,Delta_has_meaningful_jump,Delta_interior_crossing,Delta_clean_gap_slope,Delta_extra_crossings,Delta_max_jump,Delta_max_gap_slope,Delta_max_gap_change,Delta_best_crossing_x,Delta_best_crossing_index_left,lam_base_score,lam_importance_weight,lam_weighted_score,lam_num_crossings,lam_has_crossing,lam_has_meaningful_jump,lam_interior_crossing,lam_clean_gap_slope,lam_extra_crossings,lam_max_jump,lam_max_gap_slope,lam_max_gap_change,lam_best_crossing_x,lam_best_crossing_index_left,theta_base_score,theta_importance_weight,theta_weighted_score,theta_num_crossings,theta_has_crossing,theta_has_meaningful_jump,theta_interior_crossing,theta_clean_gap_slope,theta_extra_crossings,theta_max_jump,theta_max_gap_slope,theta_max_gap_change,theta_best_crossing_x,theta_best_crossing_index_left,k_base_score,k_importance_weight,k_weighted_score,k_num_crossings,k_has_crossing,k_has_meaningful_jump,k_interior_crossing,k_clean_gap_slope,k_extra_crossings,k_max_jump,k_max_gap_slope,k_max_gap_change,k_best_crossing_x,k_best_crossing_index_left,omega_bar_base_score,omega_bar_importance_weight,omega_bar_weighted_score,omega_bar_num_crossings,omega_bar_has_crossing,omega_bar_has_meaningful_jump,omega_bar_interior_crossing,omega_bar_clean_gap_slope,omega_bar_extra_crossings,omega_bar_max_jump,omega_bar_max_gap_slope,omega_bar_max_gap_change,omega_bar_best_crossing_x,omega_bar_best_crossing_index_left,error
849,ok,197,7,4,4,1.606577305,0.767489006,0.305666679,0.601388671,0.722239757,0.778290857,12,3,36,3,1,1,1,1,2,3.345675559,2.962009904,0.197048964,0.108262712,0,17,3,51,2,1,1,1,1,1,1.390276831,34.45692692,1.138830636,1.586864407,46,22,3,66,1,1,1,1,1,0,0.689981121,0.004550433,7.71E-05,0.533898305,31,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.767363597,0.009515446,0.000129023,0.337288136,17,0,1,0,0,0,0,0,0,0,0,0,0,,,
857,ok,197,7,4,4,1.207541988,0.604291202,0.325083209,0.747925148,0.387713284,0.690832064,17,3,51,2,1,1,1,1,1,3.751769806,3.574349079,0.237785087,0.108262712,0,12,3,36,3,1,1,1,1,2,1.418843479,48.57714632,1.605515853,1.950423729,57,22,3,66,1,1,1,1,1,0,0.656146345,0.007139194,0.000121003,0.618644068,36,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.684239492,0.007436143,0.000100829,0.323728814,16,0,1,0,0,0,0,0,0,0,0,0,0,,,
992,ok,197,7,4,4,2.041994858,0.145118425,0.650393089,0.981548111,0.672200975,0.926912915,17,3,51,2,1,1,1,1,1,1.460410425,17.71113921,1.178241041,0.507415254,6,17,3,51,2,1,1,1,1,1,1.141308249,0.242658681,0.008020075,0.297881356,7,17,3,51,2,1,1,1,1,1,1.190917456,0.218896846,0.003710116,0.347457627,20,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,1.315458242,0.66014808,0.00895116,0.188135593,6,0,1,0,0,0,0,0,0,0,0,0,0,,,
1004,ok,197,7,4,4,2.373281425,0.610740263,0.374934313,0.584930568,0.70089571,0.618548575,12,3,36,3,1,1,1,1,2,3.506763285,4.397878486,0.29257073,0.108262712,0,17,3,51,2,1,1,1,1,1,1.361027437,32.47646113,1.073374563,1.520762712,44,22,3,66,1,1,1,1,1,0,0.871655468,0.013245178,0.000224495,0.415254237,24,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.926880773,0.01929658,0.000261649,0.323728814,16,0,1,0,0,0,0,0,0,0,0,0,0,,,
1264,ok,197,7,4,4,2.356207497,1.479485946,0.497021179,1.197474349,0.55503659,0.855056973,12,3,36,3,1,1,1,1,2,4.201518133,7.774697871,0.51721507,0.108262712,0,17,3,51,2,1,1,1,1,1,1.418488692,0.424545799,0.014031598,1.388559322,40,22,3,66,1,1,1,1,1,0,0.656618385,0.00669155,0.000113416,0.720338983,42,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.683947284,0.005908202,8.01E-05,0.36440678,19,0,1,0,0,0,0,0,0,0,0,0,0,,,
1293,ok,197,7,4,4,1.784659265,0.740584043,0.310729486,0.523566116,0.716035694,0.731991021,12,3,36,3,1,1,1,1,2,3.375115949,3.589386803,0.238785478,0.108262712,0,17,3,51,2,1,1,1,1,1,1.348293155,27.49449936,0.908716504,1.355508475,39,22,3,66,1,1,1,1,1,0,0.79514228,0.006607682,0.000111995,0.516949153,30,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.864355148,0.012012584,0.000162882,0.350847458,18,0,1,0,0,0,0,0,0,0,0,0,0,,,
1296,ok,197,7,4,4,1.946628781,1.231436926,0.366129397,1.201149469,0.849108957,0.821522122,12,3,36,3,1,1,1,1,2,3.046888286,1.615094406,0.10744484,0.174788136,1,17,3,51,2,1,1,1,1,1,1.35980607,0.165937091,0.005484361,1.124152542,32,22,3,66,1,1,1,1,1,0,0.484192118,0.001164447,1.97E-05,0.669491525,39,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.550441708,0.003370061,4.57E-05,0.472881356,27,0,1,0,0,0,0,0,0,0,0,0,0,,,
1656,ok,197,7,4,4,1.095055802,1.050363082,0.546992251,0.909988372,0.880869683,0.619827853,12,3,36,3,1,1,1,1,2,1.805708554,1.163728348,0.077417521,0.307838983,3,17,3,51,2,1,1,1,1,1,1.295695587,0.069058699,0.002282449,0.991949153,28,22,3,66,1,1,1,1,1,0,0.737117241,0.000985522,1.67E-05,0.516949153,30,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.825007498,0.00339772,4.61E-05,0.5,29,0,1,0,0,0,0,0,0,0,0,0,0,,,
1690,ok,197,7,4,4,2.279605666,0.13668575,0.81197821,0.835559259,0.665639501,0.962534553,17,3,51,2,1,1,1,1,1,1.388590036,14.31600915,0.952378575,1.106144068,15,17,3,51,2,1,1,1,1,1,1.140299736,0.190924301,0.00631021,0.231779661,5,17,3,51,2,1,1,1,1,1,1.36946653,0.124049729,0.002102538,0.110169492,6,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,1.044856128,0.145367954,0.001971091,0.771186441,49,0,1,0,0,0,0,0,0,0,0,0,0,,,
1717,ok,197,7,4,4,2.265493611,0.356114645,0.367369256,0.593584134,0.174554107,0.915928446,17,3,51,2,1,1,1,1,1,2.628984184,7.243554837,0.481880555,0.108262712,0,12,3,36,3,1,1,1,1,2,1.388258869,43.37279923,1.433507771,0.661440678,18,22,3,66,1,1,1,1,1,0,0.904134737,0.021539862,0.000365082,0.652542373,38,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,1.242031994,0.20069843,0.002721335,0.63559322,39,0,1,0,0,0,0,0,0,0,0,0,0,,,
1991,ok,197,7,4,4,2.034985557,0.169225945,0.368911933,0.553311821,0.309406633,0.604899435,17,3,51,2,1,1,1,1,1,3.397722039,7.118840383,0.473583873,0.108262712,0,17,3,51,2,1,1,1,1,1,1.367488837,33.5877914,1.11010497,1.454661017,42,17,3,51,2,1,1,1,1,1,1.234800869,0.236842979,0.004014288,0.822033898,48,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,1.224627029,0.200862305,0.002723557,0.445762712,25,0,1,0,0,0,0,0,0,0,0,0,0,,,
3,ok,197,6,4,4,1.104520634,0.387136664,0.661038136,0.941795737,0.413400884,0.305708638,12,3,36,2,1,1,0,1,1,3.754219461,1.380062545,0.091809246,0.108262712,0,17,3,51,2,1,1,1,1,1,1.402423285,0.078448547,0.002592791,1.223305085,35,22,3,66,1,1,1,1,1,0,0.958848503,0.024698023,0.000418611,0.347457627,20,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.936789837,0.00614125,8.33E-05,0.527118644,31,0,1,0,0,0,0,0,0,0,0,0,0,,,
2,ok,197,6,4,4,1.870827425,0.111799549,0.219180606,1.554260116,0.880029037,0.200384046,12,3,36,2,1,1,0,1,1,2.845518286,0.003926882,0.000261237,0.108262712,0,17,3,51,2,1,1,1,1,1,1.157644876,0.062394177,0.00206218,1.058050847,30,22,3,66,1,1,1,1,1,0,0.205472829,0.000761599,1.29E-05,0.110169492,6,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.264810806,0.002255946,3.06E-05,0.310169492,15,0,1,0,0,0,0,0,0,0,0,0,0,,,
11,ok,197,6,4,4,1.464359721,0.322994297,0.09258853,0.726655208,0.289005743,0.439240442,17,3,51,1,1,1,0,1,0,0.534022797,0.004668449,0.000310571,0.241313559,2,12,3,36,3,1,1,1,1,2,1.387260954,42.90170116,1.417937581,0.89279661,25,22,3,66,1,1,1,1,1,0,0.231540299,0.001232898,2.09E-05,0.618644068,36,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.229059583,0.00079116,1.07E-05,0.445762712,25,0,1,0,0,0,0,0,0,0,0,0,0,,,
193,ok,197,6,4,4,1.436357974,0.233253332,0.209716726,0.608569755,0.161740748,0.544957172,17,3,51,1,1,1,0,1,0,1.034275113,0.053056017,0.003529574,0.174788136,1,12,3,36,3,1,1,1,1,2,1.387012738,34.68665868,1.146423465,0.76059322,21,22,3,66,1,1,1,1,1,0,0.564971926,0.007415522,0.000125687,0.63559322,37,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.585130468,0.010610879,0.000143876,0.201694915,7,0,1,0,0,0,0,0,0,0,0,0,0,,,
375,ok,197,6,4,4,2.41213306,0.142982004,0.495929681,0.698501614,0.512436251,0.190891691,17,3,51,1,1,1,0,1,0,2.268523306,0.197950036,0.01316871,0.174788136,1,17,3,51,2,1,1,1,1,1,1.29120885,25.64982968,0.847748608,0.727542373,20,17,3,51,2,1,1,1,1,1,1.196651012,0.229151712,0.003883927,0.415254237,24,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,1.046094086,0.020545492,0.000278583,0.350847458,18,0,1,0,0,0,0,0,0,0,0,0,0,,,
402,ok,197,6,4,4,1.912878658,0.0755118,1.14748731,0.701620992,0.636571891,0.651792004,12,3,36,2,1,1,0,1,1,1.48081264,13.06781374,0.869341846,3.966737288,58,17,3,51,2,1,1,1,1,1,1.092348632,0.266983461,0.00882403,0.198728814,4,22,3,66,1,1,1,1,1,0,1.054398178,0.240976901,0.004084354,0.161016949,9,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,1.037667493,1.019861284,0.013828628,0.43220339,24,0,1,0,0,0,0,0,0,0,0,0,0,,,
464,ok,197,6,4,4,2.146010241,0.578223106,0.291039668,2.176639256,0.76548328,0.495036349,17,3,51,2,1,1,1,1,1,3.610034307,0.163448125,0.010873456,0.108262712,0,12,3,36,2,1,1,0,1,1,1.349696067,0.417917352,0.013812523,1.917372881,56,22,3,66,1,1,1,1,1,0,0.264520112,0.001522427,2.58E-05,0.43220339,25,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.300127422,0.001425226,1.93E-05,0.56779661,34,0,1,0,0,0,0,0,0,0,0,0,0,,,
485,ok,197,6,4,4,1.572175346,0.439090148,0.465776767,0.675990575,0.113065915,0.595968386,17,3,51,1,1,1,0,1,0,1.205000325,0.056170172,0.003736744,0.241313559,2,12,3,36,3,1,1,1,1,2,1.483156654,42.02335461,1.388907483,1.025,29,22,3,66,1,1,1,1,1,0,0.943184083,0.013157663,0.000223011,0.822033898,48,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.987345802,0.022719812,0.000308065,0.215254237,8,0,1,0,0,0,0,0,0,0,0,0,0,,,
496,ok,197,6,4,4,2.488947317,0.475931593,0.196699697,0.649558359,0.321006685,0.594349575,17,3,51,1,1,1,0,1,0,0.61359131,0.012426014,0.000826646,0.440889831,5,12,3,36,3,1,1,1,1,2,1.376237459,42.79505147,1.414412718,0.793644068,22,22,3,66,1,1,1,1,1,0,0.506474159,0.006749915,0.000114405,0.669491525,39,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.513042577,0.00714019,9.68E-05,0.377966102,20,0,1,0,0,0,0,0,0,0,0,0,0,,,
513,ok,197,6,4,4,2.465370465,0.138086768,0.759026082,1.454362304,0.40879348,0.117225543,17,3,51,1,1,1,0,1,0,3.214596208,0.318963547,0.021219185,0.108262712,0,17,3,51,2,1,1,1,1,1,1.507853379,0.016334872,0.000539881,1.652966102,48,17,3,51,2,1,1,1,1,1,1.250650123,0.647358064,0.010972171,0.63559322,37,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.753981779,0.005044871,6.84E-05,0.63559322,39,0,1,0,0,0,0,0,0,0,0,0,0,,,
511,ok,197,6,4,4,1.204813065,0.219564199,1.199381807,2.326790279,0.585524428,0.801415286,12,3,36,2,1,1,0,1,1,2.092416526,15.42816777,1.026365398,0.307838983,3,22,3,66,1,1,1,1,1,0,1.276586939,0.511946699,0.016920272,0.958898305,27,17,3,51,2,1,1,1,1,1,1.279646167,0.824143515,0.013968534,0.618644068,36,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,1.311126763,0.945504968,0.012820406,0.405084746,22,0,1,0,0,0,0,0,0,0,0,0,0,,,
548,ok,197,6,4,4,1.059433143,0.089567332,1.867677627,1.4604372,0.797454414,0.707384128,17,3,51,2,1,1,1,1,1,1.423721543,2.331015615,0.155071802,2.370127119,34,17,3,51,2,1,1,1,1,1,1.149099571,0.012362033,0.000408576,0.363983051,9,17,3,51,1,1,1,0,1,0,1.238432503,0.021851382,0.000370362,0.059322034,3,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,1.058232727,0.15788242,0.002140779,0.391525424,21,0,1,0,0,0,0,0,0,0,0,0,0,,,
604,ok,197,6,4,4,1.077406288,0.346040729,0.346633997,0.762536592,0.16356836,0.396358554,17,3,51,1,1,1,0,1,0,1.127261821,0.040462486,0.002691784,0.174788136,1,12,3,36,3,1,1,1,1,2,1.557862557,38.26948304,1.264838846,0.991949153,28,22,3,66,1,1,1,1,1,0,0.707303944,0.00883801,0.000149797,0.703389831,41,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.679220584,0.005524082,7.49E-05,0.418644068,23,0,1,0,0,0,0,0,0,0,0,0,0,,,
925,ok,197,6,4,4,1.24886095,3.866351819,0.895734032,0.975716677,0.135770406,0.834369668,17,3,51,2,1,1,1,1,1,1.841288391,3.282781671,0.218388442,0.174788136,1,17,3,51,2,1,1,1,1,1,1.504083301,0.03954414,0.001306967,1.785169492,52,17,3,51,1,1,1,0,1,0,0.995411586,0.000792019,1.34E-05,0.940677966,55,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,1.021676518,0.001117812,1.52E-05,0.283050847,13,0,1,0,0,0,0,0,0,0,0,0,0,,,
982,ok,197,6,4,4,2.22995608,0.390567116,0.254306596,0.523904148,0.263975132,0.438266478,17,3,51,1,1,1,0,1,0,1.133094291,0.066961407,0.004454636,0.241313559,2,12,3,36,3,1,1,1,1,2,1.475997269,26.84215165,0.887155859,0.562288136,15,22,3,66,1,1,1,1,1,0,0.738593624,0.013586619,0.000230282,0.601694915,35,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.735055849,0.009624927,0.000130507,0.418644068,23,0,1,0,0,0,0,0,0,0,0,0,0,,,
1455,ok,197,6,4,4,1.870157452,0.412796555,0.130047147,0.759219526,0.246001238,0.466909473,17,3,51,1,1,1,0,1,0,0.577527678,0.010165163,0.000676242,0.241313559,2,12,3,36,3,1,1,1,1,2,1.428170496,50.0019014,1.652605216,1.025,29,22,3,66,1,1,1,1,1,0,0.323221623,0.002247831,3.81E-05,0.805084746,47,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.299041586,0.001302448,1.77E-05,0.513559322,30,0,1,0,0,0,0,0,0,0,0,0,0,,,
1672,ok,197,6,4,4,2.127194546,0.374644454,0.081580076,0.545152247,0.381747561,0.422617131,17,3,51,1,1,1,0,1,0,0.486341776,0.004234852,0.000281725,0.307838983,3,12,3,36,3,1,1,1,1,2,1.362676431,27.64041801,0.913539239,0.661440678,18,22,3,66,1,1,1,1,1,0,0.252216861,0.001482507,2.51E-05,0.550847458,32,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.252270698,0.000748904,1.02E-05,0.540677966,32,0,1,0,0,0,0,0,0,0,0,0,0,,,
394,ok,197,5,4,4,1.60172671,0.372129055,0.134323095,2.061208917,0.363032382,0.531227255,17,3,51,1,1,1,0,1,0,0.312820525,0.001790574,0.000119119,0.374364407,4,12,3,36,2,1,1,0,1,1,1.38935884,0.629165646,0.020794458,1.983474576,58,22,3,66,1,1,1,1,1,0,0.157971026,0.000854313,1.45E-05,0.550847458,32,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.17188057,0.00081684,1.11E-05,0.377966102,20,0,1,0,0,0,0,0,0,0,0,0,0,,,
410,ok,197,5,4,4,2.055157869,0.702533165,0.40662985,1.264680849,0.1645269,0.68885179,17,3,51,1,1,1,0,1,0,0.678346046,0.017325544,0.001152589,0.374364407,4,17,3,51,2,1,1,1,1,1,1.469879953,0.34468674,0.011392189,1.818220339,53,17,3,51,1,1,1,0,1,0,0.589543881,0.005172838,8.77E-05,0.957627119,56,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.579252629,0.008367961,0.000113464,0.323728814,16,0,1,0,0,0,0,0,0,0,0,0,0,,,
1188,ok,197,5,4,4,1.659451698,0.150906684,0.167270888,1.696620166,0.247593035,0.317826285,17,3,51,1,1,1,0,1,0,0.711556838,0.008370575,0.000556856,0.174788136,1,12,3,36,2,1,1,0,1,1,1.374304032,0.308095239,0.010182809,1.818220339,53,22,3,66,1,1,1,1,1,0,0.193496926,0.002478687,4.20E-05,0.330508475,19,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.212596361,0.001834499,2.49E-05,0.255932203,11,0,1,0,0,0,0,0,0,0,0,0,0,,,
1833,ok,197,5,4,4,1.566637546,0.076559146,0.162279661,1.168377262,0.500288527,0.442668726,17,3,51,1,1,1,0,1,0,0.460948625,0.003852808,0.00025631,0.374364407,4,17,3,51,2,1,1,1,1,1,1.168689547,0.194381645,0.006424478,0.496186441,13,17,3,51,1,1,1,0,1,0,0.214335119,0.002726021,4.62E-05,0.093220339,5,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.639163146,0.148588583,0.00201476,0.744067797,47,0,1,0,0,0,0,0,0,0,0,0,0,,,
1924,ok,197,5,4,4,1.835532785,0.116297534,0.500944699,0.693421265,0.253410041,0.171727662,17,3,51,1,1,1,0,1,0,2.78305964,0.280343397,0.018649963,0.108262712,0,17,3,51,1,1,1,0,1,0,1.287601994,26.47933163,0.875164351,1.818220339,53,17,3,51,2,1,1,1,1,1,1.25274443,0.27031866,0.004581672,0.601694915,35,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,1.071043896,0.017700326,0.000240004,0.337288136,17,0,1,0,0,0,0,0,0,0,0,0,0,,,
182,ok,196,6,4,4,2.176678255,0.178928578,0.098659711,1.060744842,0.839690223,0.652295505,17,3,51,2,1,1,1,1,1,3.183487202,0.040363857,0.002685223,0.108262712,0,17,3,51,2,1,1,1,1,1,1.143332144,0.177378191,0.0058625,0.430084746,11,20,3,60,1,1,1,1,0,0,0.133152005,0.000365695,6.20E-06,0.161016949,9,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,1,1,1,0,1,0,0.218442554,0.002840205,3.85E-05,0.133898305,2,0,1,0,0,0,0,0,0,0,0,0,0,,,
1537,ok,196,6,4,4,2.195397774,0.207488776,0.086520448,0.585122404,0.866151523,0.808819793,17,3,51,2,1,1,1,1,1,3.258962242,0.071610383,0.004763911,0.108262712,0,17,3,51,2,1,1,1,1,1,1.109799151,33.72935794,1.114783864,0.231779661,5,20,3,60,1,1,1,1,0,0,0.202515108,0.000405875,6.88E-06,0.194915254,11,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,1,1,1,0,1,0,0.305892871,0.005087399,6.90E-05,0.133898305,2,0,1,0,0,0,0,0,0,0,0,0,0,,,
1871,ok,196,6,4,4,1.758314469,0.19959302,0.089810521,1.54932811,0.825099872,0.769547246,17,3,51,2,1,1,1,1,1,3.196953866,0.025557531,0.001700226,0.108262712,0,17,3,51,2,1,1,1,1,1,1.186580598,0.222804313,0.007363871,0.562288136,15,20,3,60,1,1,1,1,0,0,0.090461526,0.000184373,3.12E-06,0.194915254,11,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,1,1,1,0,1,0,0.172808398,0.001697989,2.30E-05,0.133898305,2,0,1,0,0,0,0,0,0,0,0,0,0,,,
1550,ok,196,5,4,4,2.140188265,0.222894421,0.050115821,1.026730732,0.137156544,0.694721184,17,3,51,1,1,1,0,1,0,0.414716984,0.003291252,0.000218952,0.174788136,1,17,3,51,2,1,1,1,1,1,1.410250933,0.385070205,0.012726897,1.124152542,32,20,3,60,1,1,1,1,0,0,0.11454759,0.000332794,5.64E-06,0.872881356,51,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,1,1,1,0,1,0,0.127316949,0.000808872,1.10E-05,0.174576271,5,0,1,0,0,0,0,0,0,0,0,0,0,,,
703,ok,194,10,5,5,1.06931788,0.450818085,0.910487061,0.734728797,0.499856447,0.35996916,17,3,51,2,1,1,1,1,1,1.515689635,0.098942385,0.006582184,0.440889831,5,12,3,36,3,1,1,1,1,2,1.375635531,34.19406726,1.130142901,0.89279661,25,17,3,51,2,1,1,1,1,1,1.452407915,0.034595936,0.000586372,0.296610169,17,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.485712919,0.032679234,0.000443108,0.296610169,14,22,1,22,1,1,1,1,1,0,1.468946423,0.084233198,0.002855363,0.754237288,7,
741,ok,194,10,5,5,2.252172602,0.228603349,0.580066357,0.603331081,0.7913194,0.448419422,12,3,36,3,1,1,1,1,2,2.425637016,4.687618675,0.311845819,0.108262712,0,17,3,51,2,1,1,1,1,1,1.360551322,29.3200286,0.969051793,1.586864407,46,17,3,51,2,1,1,1,1,1,1.232018702,0.055458185,0.000939969,0.161016949,9,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.3403076,0.151128998,0.002049207,0.147457627,3,22,1,22,1,1,1,1,1,0,1.687652239,0.154864375,0.00524964,0.855932203,10,
995,ok,194,10,5,5,2.433916264,0.180493524,0.753400821,0.727677314,0.695479428,0.395862188,12,3,36,3,1,1,1,1,2,2.982583512,6.911028538,0.459759102,0.108262712,0,17,3,51,2,1,1,1,1,1,1.396395929,37.78558035,1.248845452,1.917372881,56,17,3,51,2,1,1,1,1,1,1.374331363,0.046208695,0.000783198,0.127118644,7,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.374609787,0.182591041,0.002475811,0.106779661,0,22,1,22,1,1,1,1,1,0,1.84787551,0.165071842,0.005595656,1.127118644,18,
1746,ok,194,10,5,5,2.027928916,0.253780977,0.595711039,0.656815382,0.831587856,0.407469629,12,3,36,3,1,1,1,1,2,2.312940472,3.029572546,0.201543597,0.108262712,0,17,3,51,2,1,1,1,1,1,1.363890989,29.73208775,0.982670697,1.719067797,50,17,3,51,2,1,1,1,1,1,1.202006032,0.072500571,0.001228823,0.296610169,17,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.283832751,0.105210786,0.001426587,0.56779661,34,22,1,22,1,1,1,1,1,0,1.445911579,0.126980656,0.004304429,0.788135593,8,
8,ok,194,9,5,5,2.269814891,1.253820813,1.284341491,1.17215382,0.595998728,0.529809466,12,3,36,3,1,1,1,1,2,1.568531363,20.19960754,1.343787451,0.108262712,0,17,3,51,2,1,1,1,1,1,1.436754776,0.184574753,0.006100352,1.553813559,45,17,3,51,2,1,1,1,1,1,1.405238467,0.332266155,0.00563163,0.822033898,48,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,1,1,1,0,1,0,1.187367454,0.009704434,0.000131586,0.174576271,5,22,1,22,1,1,1,1,1,0,1.269013891,0.167756154,0.005686649,0.957627119,13,
884,ok,194,9,5,5,1.398854422,0.108330994,0.801608109,1.816633321,0.746393774,0.334016852,17,3,51,2,1,1,1,1,1,3.613510456,0.503953694,0.033525733,0.108262712,0,17,3,51,2,1,1,1,1,1,1.184564778,0.139122333,0.004598111,0.89279661,25,12,3,36,3,1,1,1,1,2,1.183764563,0.254046152,0.004305867,0.381355932,22,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,1,1,1,0,1,0,1.118493535,0.081776539,0.001108834,0.866101695,56,22,1,22,1,1,1,1,1,0,1.0443865,0.076444446,0.002591337,1.56779661,31,
1165,ok,194,9,5,5,1.339561365,0.209711707,1.072995758,1.099471556,0.503346382,0.251505408,12,3,36,2,1,1,0,1,1,2.388851468,0.94158796,0.062639538,0.174788136,1,17,3,51,2,1,1,1,1,1,1.312339082,0.121447474,0.004013942,1.190254237,34,17,3,51,2,1,1,1,1,1,1.288649575,0.209019611,0.003542705,0.313559322,18,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.300957827,0.069989599,0.000949012,0.242372881,10,22,1,22,1,1,1,1,1,0,1.239939973,0.118504939,0.004017117,0.991525424,14,
1653,ok,194,9,5,5,2.429303634,0.194692404,0.816307074,0.74990096,0.474367606,0.27829764,12,3,36,2,1,1,0,1,1,1.851286671,0.328918968,0.021881474,0.241313559,2,17,3,51,2,1,1,1,1,1,1.348431775,35.81755179,1.183800441,1.950423729,57,17,3,51,2,1,1,1,1,1,1.467951546,0.093291702,0.001581215,0.177966102,10,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.482997262,0.092994074,0.001260937,0.215254237,8,22,1,22,1,1,1,1,1,0,1.422091843,0.175173595,0.005938088,0.788135593,8,
17,ok,193,6,4,4,2.304352517,0.178405446,0.171620996,0.746688,0.578027568,0.172369099,17,3,51,1,1,1,0,1,0,1.413847516,0.017072341,0.001135745,0.174788136,1,12,3,36,3,1,1,1,1,2,1.323537466,26.67659906,0.881684206,0.826694915,23,22,3,66,1,1,1,1,1,0,0.357444129,0.004908363,8.32E-05,0.194915254,11,0,2,0,0,0,0,0,0,0,0,0,0,,,20,2,40,1,1,1,1,0,0,0.349958502,0.000622752,8.44E-06,0.676271186,42,0,1,0,0,0,0,0,0,0,0,0,0,,,
